ID1	DataType	ExptNumber	MouseID	strainName	sex	Date	birthDate	ExptDoneBy	Age(wks)	BodyWeight	DrugBottleStartWeight	WaterBottleStartWeight	DrugBottleEndWeight	WaterBottleEndWeight	MeasureDays	d7	d8	d9	d10	d11	d12	d13	Drug	DrugDose	DoseUnits	d14	d15	d16	d17	d18	d19	d20	d21	d22	d23	d24	d25	mg/kg formula check	MouseIDDateMaster	MouseIDDateMDTStatic	MouseIDDateQC	coatColor	origin	Group	nickname	SucrosePreference	OralMethPreference	DrugVolConsumed	WaterVolConsumed	DrugPreferenceScore	DrugMassConsumed	TestNumber
15101	Oral methamphetamine	SUC0003	011041	DBA/2J	M	2022-08-08T00:00:00Z	5/3/2022 0:00:00	Marina	13.85		79.2	85.5	74.6	84	2							Day 3- Day 5	Methamphetamine drinking	20	mg_L	""	""												011041_8/8/2022	011041_8/8/2022	yes	""	AX28	DBA2	DBA2J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	4.59999999999999	1.5	0.754098360655737		2
15111	Oral methamphetamine	SUC0003	011041	DBA/2J	M	2022-08-10T00:00:00Z	5/3/2022 0:00:00	Marina	14.14		74.6	84	71	80.6	2							Day 5- Day 7	Methamphetamine drinking	20	mg_L	""	""												011041_8/10/2022	011041_8/10/2022	yes	""	AX28	DBA2	DBA2J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	3.60000000000001	3.39999999999999	0.514285714285716		3
15121	Oral methamphetamine	SUC0003	011041	DBA/2J	M	2022-08-14T00:00:00Z	5/3/2022 0:00:00	Marina	14.71		86.9	80.6	83.3	77.2	2							Day 7- Day 9	Methamphetamine drinking	40	mg_L	""	""												011041_8/14/2022	011041_8/14/2022	yes	""	AX28	DBA2	DBA2J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	3.60000000000001	3.40000000000001	0.514285714285714		4
15131	Oral methamphetamine	SUC0003	011041	DBA/2J	M	2022-08-16T00:00:00Z	5/3/2022 0:00:00	Marina	15		83.3	77.2	81	71.5	2							Day 9 - Day 11	Methamphetamine drinking	40	mg_L	""	""												011041_8/16/2022	011041_8/16/2022	yes	""	AX28	DBA2	DBA2J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	2.3	5.7	0.2875		5
15093	Oral methamphetamine	SUC0003	011042	DBA/2J	M	2022-08-05T00:00:00Z	5/3/2022 0:00:00	Marina	13.42		84.1	83.7	82.5	69.5	2							Day 1- Day 3	Both Water Bottles		""	""	""												011042_8/5/2022	011042_8/5/2022	yes	""	AX28	DBA2	DBA2J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	1.60000000000001	14.2	0.101265822784811		1
15103	Oral methamphetamine	SUC0003	011042	DBA/2J	M	2022-08-08T00:00:00Z	5/3/2022 0:00:00	Marina	13.85		80.7	76.4	75.9	66.8	2							Day 3- Day 5	Methamphetamine drinking	20	mg_L	""	""												011042_8/8/2022	011042_8/8/2022	yes	""	AX28	DBA2	DBA2J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	4.8	9.60000000000001	0.333333333333333		2
15113	Oral methamphetamine	SUC0003	011042	DBA/2J	M	2022-08-10T00:00:00Z	5/3/2022 0:00:00	Marina	14.14		75.9	79.6	70.1	73.2	2							Day 5- Day 7	Methamphetamine drinking	20	mg_L	""	""												011042_8/10/2022	011042_8/10/2022	yes	""	AX28	DBA2	DBA2J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	5.8	6.40000000000001	0.475409836065573		3
15123	Oral methamphetamine	SUC0003	011042	DBA/2J	M	2022-08-14T00:00:00Z	5/3/2022 0:00:00	Marina	14.71		81	73.2	74.3	67.7	2							Day 7- Day 9	Methamphetamine drinking	40	mg_L	""	""												011042_8/14/2022	011042_8/14/2022	yes	""	AX28	DBA2	DBA2J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	6.7	5.5	0.549180327868853		4
15133	Oral methamphetamine	SUC0003	011042	DBA/2J	M	2022-08-16T00:00:00Z	5/3/2022 0:00:00	Marina	15		74.3	81.4	70.1	71.8	2							Day 9 - Day 11	Methamphetamine drinking	40	mg_L	""	""												011042_8/16/2022	011042_8/16/2022	yes	""	AX28	DBA2	DBA2J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	4.19999999999999	9.60000000000001	0.304347826086956		5
15086	Oral methamphetamine	SUC0004	011043	C57BL/6J	M	2022-08-05T00:00:00Z	5/24/2022 0:00:00	Marina	10.42		83.9	81.8	75.6	78.1	2							Day 1- Day 3	Both Water Bottles		""	""	""												011043_8/5/2022	011043_8/5/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	8.3	3.69999999999999	0.691666666666667		1
15096	Oral methamphetamine	SUC0004	011043	C57BL/6J	M	2022-08-08T00:00:00Z	5/24/2022 0:00:00	Marina	10.85		77	78.1	72.8	75.4	2							Day 3- Day 5	Methamphetamine drinking	20	mg_L	""	""												011043_8/8/2022	011043_8/8/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	4.2	2.7	0.608695652173913		2
15106	Oral methamphetamine	SUC0004	011043	C57BL/6J	M	2022-08-10T00:00:00Z	5/24/2022 0:00:00	Marina	11.14		81.6	75.4	76.8	71.1	2							Day 5- Day 7	Methamphetamine drinking	20	mg_L	""	""												011043_8/10/2022	011043_8/10/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	4.80000000000001	4.3	0.527472527472528		3
15116	Oral methamphetamine	SUC0004	011043	C57BL/6J	M	2022-08-14T00:00:00Z	5/24/2022 0:00:00	Marina	11.71		79.4	71.1	75.6	66.3	2							Day 7- Day 9	Methamphetamine drinking	40	mg_L	""	""												011043_8/14/2022	011043_8/14/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	3.8	4.80000000000001	0.441860465116278		4
15126	Oral methamphetamine	SUC0004	011043	C57BL/6J	M	2022-08-16T00:00:00Z	5/24/2022 0:00:00	Marina	12		75.6	89.2	71.9	84.9	2							Day 9 - Day 11	Methamphetamine drinking	40	mg_L	""	""												011043_8/16/2022	011043_8/16/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	3.7	4.3	0.4625		5
15087	Oral methamphetamine	SUC0004	011044	C57BL/6J	M	2022-08-05T00:00:00Z	5/24/2022 0:00:00	Marina	10.42		87.5	84.4	80.8	33.7	2							Day 1- Day 3	Both Water Bottles		""	""	""												011044_8/5/2022	011044_8/5/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	6.7	50.7	0.116724738675958		1
15097	Oral methamphetamine	SUC0004	011044	C57BL/6J	M	2022-08-08T00:00:00Z	5/24/2022 0:00:00	Marina	10.85		80	83.8	73.9	81.4	2							Day 3- Day 5	Methamphetamine drinking	20	mg_L	""	""												011044_8/8/2022	011044_8/8/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	6.09999999999999	2.39999999999999	0.71764705882353		2
15107	Oral methamphetamine	SUC0004	011044	C57BL/6J	M	2022-08-10T00:00:00Z	5/24/2022 0:00:00	Marina	11.14		73.9	81.4	70	73.6	2							Day 5- Day 7	Methamphetamine drinking	20	mg_L	""	""												011044_8/10/2022	011044_8/10/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	3.90000000000001	7.8	0.333333333333334		3
15117	Oral methamphetamine	SUC0004	011044	C57BL/6J	M	2022-08-14T00:00:00Z	5/24/2022 0:00:00	Marina	11.71		83.7	73.6	77.1	68.4	2							Day 7- Day 9	Methamphetamine drinking	40	mg_L	""	""												011044_8/14/2022	011044_8/14/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	6.59999999999999	5.2	0.559322033898305		4
15127	Oral methamphetamine	SUC0004	011044	C57BL/6J	M	2022-08-16T00:00:00Z	5/24/2022 0:00:00	Marina	12		77.1	84.6	73.3	41.1	2							Day 9 - Day 11	Methamphetamine drinking	40	mg_L	""	""												011044_8/16/2022	011044_8/16/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	3.80000000000001	43.5	0.0803382663847782		5
15090	Oral methamphetamine	SUC0004	011045	C57BL/6J	M	2022-08-05T00:00:00Z	5/24/2022 0:00:00	Marina	10.42		82.6	85.2	34.4	83.2	2							Day 1- Day 3	Both Water Bottles		""	""	""												011045_8/5/2022	011045_8/5/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	48.2	2	0.960159362549801		1
15100	Oral methamphetamine	SUC0004	011045	C57BL/6J	M	2022-08-08T00:00:00Z	5/24/2022 0:00:00	Marina	10.85		79.1	83.2	75.8	80.1	2							Day 3- Day 5	Methamphetamine drinking	20	mg_L	""	""												011045_8/8/2022	011045_8/8/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	3.30000000000001	3.09999999999999	0.515625000000001		2
15110	Oral methamphetamine	SUC0004	011045	C57BL/6J	M	2022-08-10T00:00:00Z	5/24/2022 0:00:00	Marina	11.14		75.8	80.1	73.5	74.4	2							Day 5- Day 7	Methamphetamine drinking	20	mg_L	""	""												011045_8/10/2022	011045_8/10/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	2.3	5.7	0.2875		3
15120	Oral methamphetamine	SUC0004	011045	C57BL/6J	M	2022-08-14T00:00:00Z	5/24/2022 0:00:00	Marina	11.71		82	74.4	79.2	74.4	2							Day 7- Day 9	Methamphetamine drinking	40	mg_L	""	""												011045_8/14/2022	011045_8/14/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	2.8	0	1		4
15130	Oral methamphetamine	SUC0004	011045	C57BL/6J	M	2022-08-16T00:00:00Z	5/24/2022 0:00:00	Marina	12		79.2	74.8	77.1	67.1	2							Day 9 - Day 11	Methamphetamine drinking	40	mg_L	""	""												011045_8/16/2022	011045_8/16/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	2.09999999999999	7.7	0.214285714285714		5
15092	Oral methamphetamine	SUC0004	011046	C57BL/6J	M	2022-08-05T00:00:00Z	5/24/2022 0:00:00	Marina	10.42		85.8	85.6	70.7	84.3	2							Day 1- Day 3	Both Water Bottles		""	""	""												011046_8/5/2022	011046_8/5/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	15.1	1.30000000000001	0.920731707317073		1
15102	Oral methamphetamine	SUC0004	011046	C57BL/6J	M	2022-08-08T00:00:00Z	5/24/2022 0:00:00	Marina	10.85		78.8	84.3	66.4	83.6	2							Day 3- Day 5	Methamphetamine drinking	20	mg_L	""	""												011046_8/8/2022	011046_8/8/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	12.4	0.699999999999989	0.946564885496184		2
15112	Oral methamphetamine	SUC0004	011046	C57BL/6J	M	2022-08-10T00:00:00Z	5/24/2022 0:00:00	Marina	11.14		80.1	83.6	71.8	78.2	2							Day 5- Day 7	Methamphetamine drinking	20	mg_L	""	""												011046_8/10/2022	011046_8/10/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	8.30000000000001	5.40000000000001	0.605839416058394		3
15122	Oral methamphetamine	SUC0004	011046	C57BL/6J	M	2022-08-14T00:00:00Z	5/24/2022 0:00:00	Marina	11.71		82.1	78.2	71.5	73.7	2							Day 7- Day 9	Methamphetamine drinking	40	mg_L	""	""												011046_8/14/2022	011046_8/14/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	10.6	4.5	0.701986754966888		4
15132	Oral methamphetamine	SUC0004	011046	C57BL/6J	M	2022-08-16T00:00:00Z	5/24/2022 0:00:00	Marina	12		71.5	73.7	63.9	66.8	2							Day 9 - Day 11	Methamphetamine drinking	40	mg_L	""	""												011046_8/16/2022	011046_8/16/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	7.6	6.90000000000001	0.524137931034483		5
15094	Oral methamphetamine	SUC0004	011047	C57BL/6J	M	2022-08-05T00:00:00Z	5/24/2022 0:00:00	Marina	10.42		86.9	84.6	77.8	82.4	2							Day 1- Day 3	Both Water Bottles		""	""	""												011047_8/5/2022	011047_8/5/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	9.10000000000001	2.2	0.805309734513274		1
15104	Oral methamphetamine	SUC0004	011047	C57BL/6J	M	2022-08-08T00:00:00Z	5/24/2022 0:00:00	Marina	10.85		79.7	82.4	71.6	81.3	2							Day 3- Day 5	Methamphetamine drinking	20	mg_L	""	""												011047_8/8/2022	011047_8/8/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	8.09999999999999	1.10000000000001	0.880434782608695		2
15114	Oral methamphetamine	SUC0004	011047	C57BL/6J	M	2022-08-10T00:00:00Z	5/24/2022 0:00:00	Marina	11.14		71.6	81.3	57.8	76.3	2							Do Not Use, Spill Happened Day 5- Day 7	Methamphetamine drinking	20	mg_L	""	""												011047_8/10/2022	011047_8/10/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	13.8	5	0.73404255319149		3
15124	Oral methamphetamine	SUC0004	011047	C57BL/6J	M	2022-08-14T00:00:00Z	5/24/2022 0:00:00	Marina	11.71		66.5	76.3	0	71.4	2							Do Not Use, Spill Happened, Day 7- Day 9	Methamphetamine drinking	40	mg_L	""	""												011047_8/14/2022	011047_8/14/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	66.5	4.89999999999999	0.931372549019608		4
15134	Oral methamphetamine	SUC0004	011047	C57BL/6J	M	2022-08-16T00:00:00Z	5/24/2022 0:00:00	Marina	12		80.8	71.4	77.5	65.2	2							Day 9 - Day 11	Methamphetamine drinking	40	mg_L	""	""												011047_8/16/2022	011047_8/16/2022	yes	""	AX27	B6J	B6J	""	OM1: 3 days water, 4 days 20mg-L, 4 days 40mg-L oral methamphetamine	3.3	6.2	0.347368421052631		5
15145	Oral methamphetamine	SUC0007	011658	DBA/2J	M	2022-09-01T00:00:00Z	5/24/2022 0:00:00	Marina	14.28	33	84.3	75.6	74.5	71.3	2							Day 4- Day 6	Methamphetamine drinking	20	mg_L	""	""											190313.63	011658_9/1/2022	011658_9/1/2022	yes	""	EM03	DBA2	DBA2J	""	OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine	9.8	4.30000000000001	0.695035460992907	0.00296969696969697	1
15155	Oral methamphetamine	SUC0007	011658	DBA/2J	M	2022-09-03T00:00:00Z	5/24/2022 0:00:00	Marina	14.57	33.8	74.5	86.7	69.3	81.3	2							Day 6- Day 8	Methamphetamine drinking	20	mg_L	""	""											152747.04	011658_9/3/2022	011658_9/3/2022	yes	""	EM03	DBA2	DBA2J	""	OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine	5.2	5.40000000000001	0.490566037735849	0.00153846153846154	2
15175	Oral methamphetamine	SUC0007	011658	DBA/2J	M	2022-09-07T00:00:00Z	5/24/2022 0:00:00	Marina	15.14	33	84.2	86.6	74.1	80.4	2							Day 10- Day 12	Methamphetamine drinking	40	mg_L	""	""											189067.26	011658_9/7/2022	011658_9/7/2022	yes	""	EM03	DBA2	DBA2J	""	OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine	10.1	6.2	0.619631901840491	0.00612121212121212	3
15185	Oral methamphetamine	SUC0007	011658	DBA/2J	M	2022-09-09T00:00:00Z	5/24/2022 0:00:00	Marina	15.42	32.9	74.1	78.6	70.4	74.7	1							Day 12- Day 13	Methamphetamine drinking	40	mg_L	""	""											158560.48	011658_9/9/2022	011658_9/9/2022	yes	""	EM03	DBA2	DBA2J	""	OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine	3.7	3.90000000000001	0.486842105263158	0.0044984802431611	4
15151	Oral methamphetamine	SUC0007	011659	DBA/2J	M	2022-09-01T00:00:00Z	5/24/2022 0:00:00	Marina	14.28	23.7	83	76.2	76.9	69.7	2							Day 4- Day 6	Methamphetamine drinking	20	mg_L	""	""											269312.23	011659_9/1/2022	011659_9/1/2022	yes	""	EM03	DBA2	DBA2J	""	OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine	6.09999999999999	6.5	0.484126984126984	0.00257383966244726	1
15161	Oral methamphetamine	SUC0007	011659	DBA/2J	M	2022-09-03T00:00:00Z	5/24/2022 0:00:00	Marina	14.57	24.7	76.9	88.6	72.6	87.7	2							Day 6- Day 8	Methamphetamine drinking	20	mg_L	""	""											226029.95	011659_9/3/2022	011659_9/3/2022	yes	""	EM03	DBA2	DBA2J	""	OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine	4.3	0.900000000000006	0.826923076923076	0.00174089068825911	2
15181	Oral methamphetamine	SUC0007	011659	DBA/2J	M	2022-09-07T00:00:00Z	5/24/2022 0:00:00	Marina	15.14	24.4	86.8	85.3	81.7	80.8	2							Day 10- Day 12	Methamphetamine drinking	40	mg_L	""	""											290637.71	011659_9/7/2022	011659_9/7/2022	yes	""	EM03	DBA2	DBA2J	""	OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine	5.09999999999999	4.5	0.53125	0.00418032786885245	3
15191	Oral methamphetamine	SUC0007	011659	DBA/2J	M	2022-09-09T00:00:00Z	5/24/2022 0:00:00	Marina	15.42	24.2	81.6	80.1	80	76.8	1							Day 12- Day 13	Methamphetamine drinking	40	mg_L	""	""											269752.05	011659_9/9/2022	011659_9/9/2022	yes	""	EM03	DBA2	DBA2J	""	OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine	1.60000000000001	3.30000000000001	0.326530612244898	0.00264462809917357	4
15146	Oral methamphetamine	SUC0007	011660	DBA/2J	M	2022-09-01T00:00:00Z	5/24/2022 0:00:00	Marina	14.28	30.3	89.3	79.7	87.9	66.8	2							Day 4- Day 6	Methamphetamine drinking	20	mg_L	""	""											259058.42	011660_9/1/2022	011660_9/1/2022	yes	""	AX28	DBA2	DBA2J	""	OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine	1.39999999999999	12.9	0.0979020979020973	0.000462046204620459	1
15156	Oral methamphetamine	SUC0007	011660	DBA/2J	M	2022-09-03T00:00:00Z	5/24/2022 0:00:00	Marina	14.57	31.8	87.9	83.6	82.2	66.8	2							Day 6- Day 8	Methamphetamine drinking	20	mg_L	""	""											227213.2	011660_9/3/2022	011660_9/3/2022	yes	""	AX28	DBA2	DBA2J	""	OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine	5.7	16.8	0.253333333333333	0.00179245283018868	2
